2016-09-27 02:24:20,698 : INFO : Machine : Mission Pinball Framework Core Engine v0.31.3
2016-09-27 02:24:20,701 : INFO : Machine : Machine path: /home/sysop/robotech
2016-09-27 02:24:22,159 : INFO : Machine : Loading cached config: /tmp/b22896e0955c8faa276a6ac3f6f5f4b5config
2016-09-27 02:24:22,268 : INFO : FAST : Connecting to /dev/ttyUSB1 at 921600bps
2016-09-27 02:24:22,278 : INFO : FAST : Connected! Processor: NET, Board Type: FP-CPU-002-2, Firmware: 01.00
2016-09-27 02:24:22,295 : INFO : FAST : Connecting to /dev/ttyUSB2 at 921600bps
2016-09-27 02:24:22,303 : INFO : FAST : Connected! Processor: RGB, Board Type: FP-CPU-002-2, Firmware: 01.00
2016-09-27 02:24:22,633 : WARNING : SwitchController : Received a status update from hardware switch ('1F', 1), but that switch is not in your config. Just FYI.
2016-09-27 02:24:22,636 : WARNING : SwitchController : Received a status update from hardware switch ('27', 1), but that switch is not in your config. Just FYI.
2016-09-27 02:24:22,638 : WARNING : SwitchController : Received a status update from hardware switch ('37', 1), but that switch is not in your config. Just FYI.
2016-09-27 02:24:22,641 : WARNING : SwitchController : Received a status update from hardware switch ('2F', 1), but that switch is not in your config. Just FYI.
2016-09-27 02:24:22,643 : WARNING : SwitchController : Received a status update from hardware switch ('0F', 1), but that switch is not in your config. Just FYI.
2016-09-27 02:24:22,646 : WARNING : SwitchController : Received a status update from hardware switch ('17', 1), but that switch is not in your config. Just FYI.
2016-09-27 02:24:23,344 : INFO : SwitchController : Active Switch|s_trough1
2016-09-27 02:24:23,346 : INFO : SwitchController : Active Switch|s_trough3
2016-09-27 02:24:23,349 : INFO : SwitchController : Active Switch|s_trough2
2016-09-27 02:24:23,352 : INFO : Mode.attract : Mode Starting. Priority: 10
2016-09-27 02:24:29,885 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:24:29,901 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:30,052 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:24:30,069 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:32,045 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:1 >>>>>
2016-09-27 02:24:32,358 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:0 >>>>>
2016-09-27 02:24:32,562 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:32,574 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:32,878 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:32,897 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:32,954 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:1 >>>>>
2016-09-27 02:24:32,974 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:0 >>>>>
2016-09-27 02:24:33,115 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:33,133 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:33,841 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:24:34,306 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:24:34,476 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:35,413 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:35,761 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:35,938 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:36,185 : INFO : SwitchController : <<<<< switch: s_right_target, State:1 >>>>>
2016-09-27 02:24:36,209 : INFO : SwitchController : <<<<< switch: s_right_target, State:0 >>>>>
2016-09-27 02:24:38,113 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:1 >>>>>
2016-09-27 02:24:38,128 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:0 >>>>>
2016-09-27 02:24:38,535 : INFO : SwitchController : <<<<< switch: s_lower_right_rubber, State:1 >>>>>
2016-09-27 02:24:38,548 : INFO : SwitchController : <<<<< switch: s_lower_right_rubber, State:0 >>>>>
2016-09-27 02:24:40,409 : INFO : SwitchController : <<<<< switch: s_right_inlane_c, State:1 >>>>>
2016-09-27 02:24:40,484 : INFO : SwitchController : <<<<< switch: s_right_inlane_c, State:0 >>>>>
2016-09-27 02:24:40,861 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:41,022 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:41,091 : INFO : SwitchController : <<<<< switch: s_right_target, State:1 >>>>>
2016-09-27 02:24:41,106 : INFO : SwitchController : <<<<< switch: s_right_target, State:0 >>>>>
2016-09-27 02:24:41,396 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:1 >>>>>
2016-09-27 02:24:41,415 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:0 >>>>>
2016-09-27 02:24:41,450 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:41,469 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:41,503 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:1 >>>>>
2016-09-27 02:24:41,522 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:0 >>>>>
2016-09-27 02:24:41,632 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:41,650 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:41,742 : INFO : SwitchController : <<<<< switch: s_b_top_lane, State:1 >>>>>
2016-09-27 02:24:41,754 : INFO : SwitchController : <<<<< switch: s_b_top_lane, State:0 >>>>>
2016-09-27 02:24:41,948 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:41,966 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:42,167 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:1 >>>>>
2016-09-27 02:24:42,184 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:0 >>>>>
2016-09-27 02:24:42,243 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:42,260 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:42,389 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:1 >>>>>
2016-09-27 02:24:42,412 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:0 >>>>>
2016-09-27 02:24:42,612 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:42,629 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:42,687 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:1 >>>>>
2016-09-27 02:24:42,701 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:0 >>>>>
2016-09-27 02:24:42,780 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:42,794 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:42,890 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:42,911 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:43,163 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:43,184 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:43,233 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:43,252 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:43,830 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:24:43,845 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:24:44,753 : INFO : SwitchController : <<<<< switch: s_left_bottom_rubber, State:1 >>>>>
2016-09-27 02:24:44,778 : INFO : SwitchController : <<<<< switch: s_left_bottom_rubber, State:0 >>>>>
2016-09-27 02:24:45,177 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:45,387 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:45,621 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:46,079 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:46,623 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:46,744 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:46,907 : INFO : SwitchController : <<<<< switch: s_right_target, State:1 >>>>>
2016-09-27 02:24:46,921 : INFO : SwitchController : <<<<< switch: s_right_target, State:0 >>>>>
2016-09-27 02:24:47,986 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:24:48,146 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:24:48,325 : INFO : SwitchController : <<<<< switch: s_middle_drop_target, State:1 >>>>>
2016-09-27 02:24:48,579 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:24:48,659 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:1 >>>>>
2016-09-27 02:24:48,674 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:0 >>>>>
2016-09-27 02:24:48,710 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:24:48,869 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:48,907 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-27 02:24:48,943 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-27 02:24:49,315 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:49,676 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:24:50,531 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:24:50,576 : INFO : SwitchController : <<<<< switch: s_left_lock_kickout, State:1 >>>>>
2016-09-27 02:24:51,133 : INFO : SwitchController : <<<<< switch: s_left_lock_kickout, State:0 >>>>>
2016-09-27 02:24:52,459 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:24:52,728 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:24:52,846 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:24:52,875 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-27 02:24:52,889 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-27 02:24:53,945 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:24:54,408 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:24:54,556 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:24:55,010 : INFO : SwitchController : <<<<< switch: s_right_lock_kickout, State:1 >>>>>
2016-09-27 02:24:55,571 : INFO : SwitchController : <<<<< switch: s_right_lock_kickout, State:0 >>>>>
2016-09-27 02:24:56,643 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:56,676 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-27 02:24:56,705 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-27 02:24:57,349 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:57,711 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:24:57,877 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:24:58,955 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:59,048 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:24:59,393 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:24:59,422 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-27 02:24:59,449 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-27 02:24:59,533 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:25:00,141 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:25:00,272 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:25:00,501 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:1 >>>>>
2016-09-27 02:25:00,707 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:0 >>>>>
2016-09-27 02:25:00,926 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:25:00,943 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:25:00,997 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:1 >>>>>
2016-09-27 02:25:01,008 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:0 >>>>>
2016-09-27 02:25:01,185 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:25:01,202 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:25:01,593 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:1 >>>>>
2016-09-27 02:25:01,617 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:0 >>>>>
2016-09-27 02:25:02,679 : INFO : SwitchController : <<<<< switch: s_right_slingshot, State:1 >>>>>
2016-09-27 02:25:02,747 : INFO : SwitchController : <<<<< switch: s_right_slingshot, State:0 >>>>>
2016-09-27 02:25:02,935 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:25:03,083 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:25:05,787 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:25:05,918 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:25:06,021 : INFO : SwitchController : <<<<< switch: s_left_target, State:1 >>>>>
2016-09-27 02:25:06,037 : INFO : SwitchController : <<<<< switch: s_left_target, State:0 >>>>>
2016-09-27 02:25:08,093 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:25:08,526 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:25:09,010 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:25:09,576 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:25:10,531 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:25:10,716 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:25:10,801 : INFO : SwitchController : <<<<< switch: s_left_drop_target, State:1 >>>>>
2016-09-27 02:25:11,113 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:25:11,174 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:25:11,203 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-27 02:25:11,237 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-27 02:25:11,263 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:25:11,333 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:25:11,656 : INFO : SwitchController : <<<<< switch: s_drain_kicker, State:1 >>>>>
2016-09-27 02:25:11,678 : INFO : SwitchController : <<<<< switch: s_drain_kicker, State:0 >>>>>
2016-09-27 02:25:11,733 : INFO : SwitchController : <<<<< switch: s_drain_kicker, State:1 >>>>>
2016-09-27 02:25:11,862 : INFO : Mode.ball_save : Mode Starting. Priority: 8500
2016-09-27 02:25:11,867 : INFO : Mode.kickback : Mode Starting. Priority: 200
2016-09-27 02:25:11,870 : INFO : Mode.base : Mode Starting. Priority: 100
2016-09-27 02:25:11,969 : INFO : SwitchController : <<<<< switch: s_middle_drop_target, State:0 >>>>>
2016-09-27 02:25:11,975 : INFO : SwitchController : <<<<< switch: s_left_drop_target, State:0 >>>>>
2016-09-27 02:25:12,000 : INFO : SwitchController : <<<<< switch: s_trough1, State:0 >>>>>
2016-09-27 02:25:12,227 : INFO : SwitchController : <<<<< switch: s_plunger_lane, State:1 >>>>>
2016-09-27 02:25:12,241 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-27 02:25:12,357 : INFO : SwitchController : <<<<< switch: s_trough1, State:1 >>>>>
2016-09-27 02:25:12,446 : INFO : SwitchController : <<<<< switch: s_trough1, State:0 >>>>>
2016-09-27 02:25:12,622 : INFO : SwitchController : <<<<< switch: s_trough1, State:1 >>>>>
2016-09-27 02:25:12,961 : INFO : SwitchController : <<<<< switch: s_drain_kicker, State:0 >>>>>
2016-09-27 02:25:13,056 : INFO : SwitchController : <<<<< switch: s_trough3, State:1 >>>>>
2016-09-27 02:25:13,067 : INFO : SwitchController : <<<<< switch: s_trough3, State:0 >>>>>
2016-09-27 02:25:13,155 : INFO : SwitchController : <<<<< switch: s_trough3, State:1 >>>>>
2016-09-27 02:25:13,176 : INFO : SwitchController : <<<<< switch: s_trough3, State:0 >>>>>
2016-09-27 02:25:13,229 : INFO : SwitchController : <<<<< switch: s_plunger_lane, State:0 >>>>>
2016-09-27 02:25:13,258 : INFO : SwitchController : <<<<< switch: s_plunger_lane, State:1 >>>>>
2016-09-27 02:25:13,278 : INFO : SwitchController : <<<<< switch: s_plunger_lane, State:0 >>>>>
2016-09-27 02:25:13,345 : INFO : SwitchController : <<<<< switch: s_plunger_lane, State:1 >>>>>
2016-09-27 02:25:13,353 : INFO : SwitchController : <<<<< switch: s_plunger_lane, State:0 >>>>>
2016-09-27 02:25:13,522 : INFO : SwitchController : <<<<< switch: s_trough3, State:1 >>>>>
2016-09-27 02:25:13,608 : INFO : SwitchController : <<<<< switch: s_trough3, State:0 >>>>>
2016-09-27 02:25:13,646 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-27 02:25:14,655 : INFO : SwitchController : <<<<< switch: s_top_lock_kickout, State:1 >>>>>
2016-09-27 02:25:14,674 : INFO : SwitchController : <<<<< switch: s_top_lock_kickout, State:0 >>>>>
2016-09-27 02:25:14,713 : INFO : SwitchController : <<<<< switch: s_top_lock_kickout, State:1 >>>>>
2016-09-27 02:25:15,253 : INFO : SwitchController : <<<<< switch: s_top_lock_kickout, State:0 >>>>>
2016-09-27 02:25:17,440 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:1 >>>>>
2016-09-27 02:25:17,621 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:0 >>>>>
2016-09-27 02:25:17,782 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:25:17,802 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:25:18,007 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:1 >>>>>
2016-09-27 02:25:18,025 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:0 >>>>>
2016-09-27 02:25:18,857 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:1 >>>>>
2016-09-27 02:25:18,879 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:0 >>>>>
2016-09-27 02:25:19,075 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:1 >>>>>
2016-09-27 02:25:19,096 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:0 >>>>>
2016-09-27 02:25:19,281 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:25:19,300 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:25:19,357 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:1 >>>>>
2016-09-27 02:25:19,412 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:0 >>>>>
2016-09-27 02:25:19,853 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:25:20,028 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:25:20,157 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-27 02:25:20,184 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-27 02:25:20,217 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-27 02:25:20,313 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-27 02:25:20,526 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:1 >>>>>
2016-09-27 02:25:20,688 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:0 >>>>>
2016-09-27 02:25:20,855 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-27 02:25:20,873 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-27 02:25:21,065 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:1 >>>>>
2016-09-27 02:25:21,086 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:0 >>>>>
2016-09-27 02:25:22,548 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:1 >>>>>
2016-09-27 02:25:22,566 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:0 >>>>>
2016-09-27 02:25:23,506 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-27 02:25:23,895 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-27 02:25:23,975 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:1 >>>>>
2016-09-27 02:25:23,992 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:0 >>>>>
2016-09-27 02:25:24,303 : INFO : SwitchController : <<<<< switch: s_lower_right_rubber, State:1 >>>>>
2016-09-27 02:25:24,315 : INFO : SwitchController : <<<<< switch: s_lower_right_rubber, State:0 >>>>>
2016-09-27 02:25:25,578 : INFO : SwitchController : <<<<< switch: s_kickback_t, State:1 >>>>>
2016-09-27 02:25:25,599 : INFO : SwitchController : <<<<< switch: s_kickback_t, State:0 >>>>>
