2016-09-25 23:27:28,246 : INFO : Machine : Mission Pinball Framework Core Engine v0.31.3
2016-09-25 23:27:28,250 : INFO : Machine : Machine path: /home/sysop/robotech
2016-09-25 23:27:29,694 : INFO : Machine : Loading cached config: /tmp/b22896e0955c8faa276a6ac3f6f5f4b5config
2016-09-25 23:27:29,803 : INFO : FAST : Connecting to /dev/ttyUSB1 at 921600bps
2016-09-25 23:27:29,814 : INFO : FAST : Connected! Processor: NET, Board Type: FP-CPU-002-2, Firmware: 01.00
2016-09-25 23:27:29,831 : INFO : FAST : Connecting to /dev/ttyUSB2 at 921600bps
2016-09-25 23:27:29,840 : INFO : FAST : Connected! Processor: RGB, Board Type: FP-CPU-002-2, Firmware: 01.00
2016-09-25 23:27:30,170 : WARNING : SwitchController : Received a status update from hardware switch ('0F', 1), but that switch is not in your config. Just FYI.
2016-09-25 23:27:30,173 : WARNING : SwitchController : Received a status update from hardware switch ('17', 1), but that switch is not in your config. Just FYI.
2016-09-25 23:27:30,176 : WARNING : SwitchController : Received a status update from hardware switch ('2F', 1), but that switch is not in your config. Just FYI.
2016-09-25 23:27:30,179 : WARNING : SwitchController : Received a status update from hardware switch ('1F', 1), but that switch is not in your config. Just FYI.
2016-09-25 23:27:30,181 : WARNING : SwitchController : Received a status update from hardware switch ('37', 1), but that switch is not in your config. Just FYI.
2016-09-25 23:27:30,184 : WARNING : SwitchController : Received a status update from hardware switch ('27', 1), but that switch is not in your config. Just FYI.
2016-09-25 23:27:30,862 : INFO : SwitchController : Active Switch|s_plunger_lane
2016-09-25 23:27:30,865 : INFO : SwitchController : Active Switch|s_trough1
2016-09-25 23:27:30,867 : INFO : SwitchController : Active Switch|s_trough2
2016-09-25 23:27:30,870 : INFO : Mode.attract : Mode Starting. Priority: 10
2016-09-25 23:27:59,652 : INFO : SwitchController : <<<<< switch: s_middle_drop_target, State:1 >>>>>
2016-09-25 23:28:00,428 : INFO : SwitchController : <<<<< switch: s_right_outlane_h, State:1 >>>>>
2016-09-25 23:28:00,597 : INFO : SwitchController : <<<<< switch: s_right_outlane_h, State:0 >>>>>
2016-09-25 23:28:00,910 : INFO : SwitchController : <<<<< switch: s_right_inlane_c, State:1 >>>>>
2016-09-25 23:28:01,039 : INFO : SwitchController : <<<<< switch: s_right_inlane_c, State:0 >>>>>
2016-09-25 23:28:01,611 : INFO : SwitchController : <<<<< switch: s_left_inlane_e, State:1 >>>>>
2016-09-25 23:28:01,749 : INFO : SwitchController : <<<<< switch: s_left_inlane_e, State:0 >>>>>
2016-09-25 23:28:02,813 : INFO : SwitchController : <<<<< switch: s_kickback_t, State:1 >>>>>
2016-09-25 23:28:02,860 : INFO : SwitchController : <<<<< switch: s_kickback_t, State:0 >>>>>
2016-09-25 23:28:04,489 : INFO : SwitchController : <<<<< switch: s_r_top_lane, State:1 >>>>>
2016-09-25 23:28:04,654 : INFO : SwitchController : <<<<< switch: s_r_top_lane, State:0 >>>>>
2016-09-25 23:28:05,034 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:1 >>>>>
2016-09-25 23:28:05,207 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:0 >>>>>
2016-09-25 23:28:05,582 : INFO : SwitchController : <<<<< switch: s_b_top_lane, State:1 >>>>>
2016-09-25 23:28:05,738 : INFO : SwitchController : <<<<< switch: s_b_top_lane, State:0 >>>>>
2016-09-25 23:28:06,095 : INFO : SwitchController : <<<<< switch: s_o2_top_lane, State:1 >>>>>
2016-09-25 23:28:06,213 : INFO : SwitchController : <<<<< switch: s_o2_top_lane, State:0 >>>>>
2016-09-25 23:28:17,160 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:17,187 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:17,346 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:17,362 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:18,722 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-25 23:28:18,739 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-25 23:28:19,039 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:19,224 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:19,599 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:19,748 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:20,005 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:20,189 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:20,629 : INFO : SwitchController : <<<<< switch: s_f_target, State:1 >>>>>
2016-09-25 23:28:20,653 : INFO : SwitchController : <<<<< switch: s_f_target, State:0 >>>>>
2016-09-25 23:28:21,063 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:21,215 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:21,354 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:1 >>>>>
2016-09-25 23:28:21,369 : INFO : SwitchController : <<<<< switch: s_bottom_r_pop_bumper, State:0 >>>>>
2016-09-25 23:28:21,391 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:1 >>>>>
2016-09-25 23:28:21,406 : INFO : SwitchController : <<<<< switch: s_top_r_pop_bumper, State:0 >>>>>
2016-09-25 23:28:21,947 : INFO : SwitchController : <<<<< switch: s_middle_right_rubber, State:1 >>>>>
2016-09-25 23:28:21,960 : INFO : SwitchController : <<<<< switch: s_middle_right_rubber, State:0 >>>>>
2016-09-25 23:28:22,255 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:22,514 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:22,736 : INFO : SwitchController : <<<<< switch: s_left_inlane_e, State:1 >>>>>
2016-09-25 23:28:22,809 : INFO : SwitchController : <<<<< switch: s_left_inlane_e, State:0 >>>>>
2016-09-25 23:28:23,258 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:23,433 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:23,770 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:23,903 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:24,575 : INFO : SwitchController : <<<<< switch: s_left_inlane_e, State:1 >>>>>
2016-09-25 23:28:24,666 : INFO : SwitchController : <<<<< switch: s_left_inlane_e, State:0 >>>>>
2016-09-25 23:28:25,420 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:25,578 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:25,694 : INFO : SwitchController : <<<<< switch: s_right_drop_target, State:1 >>>>>
2016-09-25 23:28:26,014 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:26,163 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:26,305 : INFO : SwitchController : <<<<< switch: s_d_target, State:1 >>>>>
2016-09-25 23:28:26,316 : INFO : SwitchController : <<<<< switch: s_d_target, State:0 >>>>>
2016-09-25 23:28:26,605 : INFO : SwitchController : <<<<< switch: s_middle_target, State:1 >>>>>
2016-09-25 23:28:26,624 : INFO : SwitchController : <<<<< switch: s_middle_target, State:0 >>>>>
2016-09-25 23:28:27,152 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:27,343 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:28,485 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:28,694 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:29,082 : INFO : SwitchController : <<<<< switch: s_right_target, State:1 >>>>>
2016-09-25 23:28:29,105 : INFO : SwitchController : <<<<< switch: s_right_target, State:0 >>>>>
2016-09-25 23:28:30,305 : INFO : SwitchController : <<<<< switch: s_left_inlane_e, State:1 >>>>>
2016-09-25 23:28:30,347 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:30,392 : INFO : SwitchController : <<<<< switch: s_left_inlane_e, State:0 >>>>>
2016-09-25 23:28:30,479 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:30,870 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:31,024 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:33,575 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:1 >>>>>
2016-09-25 23:28:33,592 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:0 >>>>>
2016-09-25 23:28:34,308 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:34,483 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:34,956 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:35,180 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:35,740 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:35,897 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:35,946 : INFO : SwitchController : <<<<< switch: s_middle_target, State:1 >>>>>
2016-09-25 23:28:35,952 : INFO : SwitchController : <<<<< switch: s_right_target, State:1 >>>>>
2016-09-25 23:28:35,961 : INFO : SwitchController : <<<<< switch: s_middle_target, State:0 >>>>>
2016-09-25 23:28:35,965 : INFO : SwitchController : <<<<< switch: s_right_target, State:0 >>>>>
2016-09-25 23:28:36,220 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:36,385 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:37,850 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:37,890 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:37,949 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:38,006 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:38,411 : INFO : SwitchController : <<<<< switch: s_right_lock_kickout, State:1 >>>>>
2016-09-25 23:28:38,970 : INFO : SwitchController : <<<<< switch: s_right_lock_kickout, State:0 >>>>>
2016-09-25 23:28:40,076 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:28:40,201 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:28:40,432 : INFO : SwitchController : <<<<< switch: s_left_lock_kickout, State:1 >>>>>
2016-09-25 23:28:40,989 : INFO : SwitchController : <<<<< switch: s_left_lock_kickout, State:0 >>>>>
2016-09-25 23:28:42,347 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:42,565 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:42,975 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:43,850 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:44,249 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:44,408 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:45,965 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:1 >>>>>
2016-09-25 23:28:46,292 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:0 >>>>>
2016-09-25 23:28:46,491 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-25 23:28:46,507 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-25 23:28:46,850 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:1 >>>>>
2016-09-25 23:28:46,871 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:0 >>>>>
2016-09-25 23:28:47,201 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:1 >>>>>
2016-09-25 23:28:47,261 : INFO : SwitchController : <<<<< switch: s_o1_top_lane, State:0 >>>>>
2016-09-25 23:28:47,460 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-25 23:28:47,477 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-25 23:28:47,738 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-25 23:28:47,760 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-25 23:28:48,149 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-25 23:28:48,169 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-25 23:28:48,343 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:1 >>>>>
2016-09-25 23:28:48,365 : INFO : SwitchController : <<<<< switch: s_bottom_l_pop_bumper, State:0 >>>>>
2016-09-25 23:28:48,393 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-25 23:28:48,414 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-25 23:28:48,420 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:1 >>>>>
2016-09-25 23:28:48,426 : INFO : SwitchController : <<<<< switch: s_top_l_pop_bumper, State:0 >>>>>
2016-09-25 23:28:48,543 : INFO : SwitchController : <<<<< switch: s_left_middle_rubber, State:1 >>>>>
2016-09-25 23:28:48,561 : INFO : SwitchController : <<<<< switch: s_left_middle_rubber, State:0 >>>>>
2016-09-25 23:28:48,670 : INFO : SwitchController : <<<<< switch: s_left_middle_rubber, State:1 >>>>>
2016-09-25 23:28:48,704 : INFO : SwitchController : <<<<< switch: s_left_middle_rubber, State:0 >>>>>
2016-09-25 23:28:49,135 : INFO : SwitchController : <<<<< switch: s_left_middle_rubber, State:1 >>>>>
2016-09-25 23:28:49,152 : INFO : SwitchController : <<<<< switch: s_left_middle_rubber, State:0 >>>>>
2016-09-25 23:28:50,187 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:50,360 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:51,024 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:51,157 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:51,262 : INFO : SwitchController : <<<<< switch: s_right_slingshot, State:1 >>>>>
2016-09-25 23:28:51,285 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-25 23:28:51,304 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-25 23:28:51,342 : INFO : SwitchController : <<<<< switch: s_right_slingshot, State:0 >>>>>
2016-09-25 23:28:51,740 : INFO : SwitchController : <<<<< switch: s_middle_target, State:1 >>>>>
2016-09-25 23:28:51,761 : INFO : SwitchController : <<<<< switch: s_middle_target, State:0 >>>>>
2016-09-25 23:28:52,158 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:53,218 : INFO : SwitchController : <<<<< switch: s_right_slingshot, State:1 >>>>>
2016-09-25 23:28:53,298 : INFO : SwitchController : <<<<< switch: s_right_slingshot, State:0 >>>>>
2016-09-25 23:28:54,342 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:55,610 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:56,376 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:56,755 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:56,930 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:56,960 : INFO : SwitchController : <<<<< switch: s_middle_target, State:1 >>>>>
2016-09-25 23:28:56,971 : INFO : SwitchController : <<<<< switch: s_middle_target, State:0 >>>>>
2016-09-25 23:28:57,165 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:1 >>>>>
2016-09-25 23:28:57,180 : INFO : SwitchController : <<<<< switch: s_left_slingshot, State:0 >>>>>
2016-09-25 23:28:57,197 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:28:57,403 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:28:59,812 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:29:02,571 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:29:02,992 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:29:03,192 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:29:03,447 : INFO : SwitchController : <<<<< switch: s_left_lock_kickout, State:1 >>>>>
2016-09-25 23:29:04,005 : INFO : SwitchController : <<<<< switch: s_left_lock_kickout, State:0 >>>>>
2016-09-25 23:29:06,719 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:06,905 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:08,169 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:29:08,196 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-25 23:29:08,217 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-25 23:29:08,343 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:29:08,601 : INFO : SwitchController : <<<<< switch: s_left_lock_kickout, State:1 >>>>>
2016-09-25 23:29:09,149 : INFO : SwitchController : <<<<< switch: s_left_lock_kickout, State:0 >>>>>
2016-09-25 23:29:11,263 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:11,891 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:12,184 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:12,374 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:15,335 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:15,524 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:15,649 : INFO : SwitchController : <<<<< switch: s_f_target, State:1 >>>>>
2016-09-25 23:29:15,669 : INFO : SwitchController : <<<<< switch: s_f_target, State:0 >>>>>
2016-09-25 23:29:16,407 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:29:16,548 : INFO : SwitchController : <<<<< switch: s_right_slingshot, State:1 >>>>>
2016-09-25 23:29:16,574 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-25 23:29:16,591 : INFO : SwitchController : <<<<< switch: s_trough2, State:1 >>>>>
2016-09-25 23:29:16,625 : INFO : SwitchController : <<<<< switch: s_right_slingshot, State:0 >>>>>
2016-09-25 23:29:16,761 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:29:16,807 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:17,009 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:17,275 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:1 >>>>>
2016-09-25 23:29:17,416 : INFO : SwitchController : <<<<< switch: s_right_flipper, State:0 >>>>>
2016-09-25 23:29:17,459 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:17,960 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:18,036 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:18,392 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:18,431 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:18,585 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:18,658 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:18,835 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:18,919 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:19,137 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:19,226 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:1 >>>>>
2016-09-25 23:29:19,960 : INFO : SwitchController : <<<<< switch: s_left_flipper, State:0 >>>>>
2016-09-25 23:29:20,610 : INFO : SwitchController : <<<<< switch: s_kickback_t, State:1 >>>>>
2016-09-25 23:29:20,661 : INFO : SwitchController : <<<<< switch: s_kickback_t, State:0 >>>>>
2016-09-25 23:29:21,874 : INFO : SwitchController : <<<<< switch: s_drain_kicker, State:1 >>>>>
2016-09-25 23:29:22,023 : INFO : Mode.ball_save : Mode Starting. Priority: 8500
2016-09-25 23:29:22,031 : INFO : Mode.base : Mode Starting. Priority: 100
2016-09-25 23:29:22,167 : INFO : SwitchController : <<<<< switch: s_middle_drop_target, State:0 >>>>>
2016-09-25 23:29:22,170 : INFO : SwitchController : <<<<< switch: s_right_drop_target, State:0 >>>>>
2016-09-25 23:29:22,190 : INFO : SwitchController : <<<<< switch: s_trough1, State:0 >>>>>
2016-09-25 23:29:22,392 : INFO : SwitchController : <<<<< switch: s_plunger_lane, State:1 >>>>>
2016-09-25 23:29:22,446 : INFO : SwitchController : <<<<< switch: s_trough2, State:0 >>>>>
2016-09-25 23:29:22,559 : INFO : SwitchController : <<<<< switch: s_trough1, State:1 >>>>>
